chunk_id,text,char_length,word_count,token_count,section_index,source_file,processed_date
1,- - - - -,9,5,7,0,india_2002_AnnualReport.md,2025-01-28 18:55:26
2,# # annual report 2002 - 2003 _ mig - 29 trainer _ - - - - -,60,18,20,1,india_2002_AnnualReport.md,2025-01-28 18:55:26
3,# # cccccontentsontentsontentsontentsontents * *...................................................... * *,106,7,75,2,india_2002_AnnualReport.md,2025-01-28 18:55:26
4,# # # # # # 1. security environment......................................................................................................................,153,9,130,3,india_2002_AnnualReport.md,2025-01-28 18:55:26
5,........................................ 1 2. organisation and functions of the ministry of defence.............................................................................,176,11,130,3,india_2002_AnnualReport.md,2025-01-28 18:55:26
6,.......................... 11 3. indian army.................................................................................................,141,5,130,3,india_2002_AnnualReport.md,2025-01-28 18:55:26
7,.......................................................................... 18 4. indian navy.................................................,141,5,130,3,india_2002_AnnualReport.md,2025-01-28 18:55:26
8,........................................................................................................................... 25 5. indian air,140,5,130,3,india_2002_AnnualReport.md,2025-01-28 18:55:26
9,force...............................................................................................................................,132,1,130,3,india_2002_AnnualReport.md,2025-01-28 18:55:26
10,...................................... 30 6. coast guard.....................................................................................,141,5,130,3,india_2002_AnnualReport.md,2025-01-28 18:55:26
11,..................................................................................... 35 7. defence production and supplies....................................,159,7,130,3,india_2002_AnnualReport.md,2025-01-28 18:55:26
12,..................................................................................................... 40 8. defence research and development....................,160,7,130,3,india_2002_AnnualReport.md,2025-01-28 18:55:26
13,............................................................................................................... 57 9. inter - service organisations..........,157,7,130,3,india_2002_AnnualReport.md,2025-01-28 18:55:26
14,................................................................................................................................,128,1,130,3,india_2002_AnnualReport.md,2025-01-28 18:55:26
15,......... 69 10. recruitment and training.................................................................................................................,154,6,130,3,india_2002_AnnualReport.md,2025-01-28 18:55:26
16,...................................... 78 11. resettlement and welfare of ex - servicemen...............................................................................,168,10,130,3,india_2002_AnnualReport.md,2025-01-28 18:55:26
17,......................................... 93 12. cooperation between the armed forces and civil authorities............................................................................,183,11,130,3,india_2002_AnnualReport.md,2025-01-28 18:55:26
18,............... 105 13. national cadet corps...........................................................................................................,151,6,130,3,india_2002_AnnualReport.md,2025-01-28 18:55:26
19,............................................... 109 14. general.............................................................................,140,4,130,3,india_2002_AnnualReport.md,2025-01-28 18:55:26
20,................................................................................................... 115 15. activities and achievements of vigilance units..................,172,9,130,3,india_2002_AnnualReport.md,2025-01-28 18:55:26
21,................................................................................................. 126 16. empowerment and welfare of women.......................,161,8,130,3,india_2002_AnnualReport.md,2025-01-28 18:55:26
22,......................................................................................................... 127 appendix - i...................,141,5,130,3,india_2002_AnnualReport.md,2025-01-28 18:55:26
23,................................................................................................................................,128,1,130,3,india_2002_AnnualReport.md,2025-01-28 18:55:26
24,........................ 130 appendix - ii....................................................................................................,142,5,130,3,india_2002_AnnualReport.md,2025-01-28 18:55:26
25,...................................................................... 133 _ front cover : multi barrel rocket launching system ( mbrls ) — pinaka _ - - - - - * *................................,194,24,130,3,india_2002_AnnualReport.md,2025-01-28 18:55:26
26,................................................................................. 1 * *,87,4,86,3,india_2002_AnnualReport.md,2025-01-28 18:55:26
27,# # # security environment _ keeping vigil _,44,9,12,4,india_2002_AnnualReport.md,2025-01-28 18:55:26
28,"# # # security environment - - - - - 1. 1 india ’ s security concerns are defined by a dynamic global security environment and the perception that south asia region is of particular global security interest. the continuing presence of terrorist and fundamentalist forces in its neighbourhood has prompted india to maintain a high level of defence vigilance and preparedness to face any challenge to its security. 1. 2 the security challenges facing india are varied and complex. the country faces a series of low intensity conflicts characterized by tribal, ethnic and left wing movements and ideologies as also the proxy war conducted by pakistan and various radical jehadi outfits through the",694,114,130,5,india_2002_AnnualReport.md,2025-01-28 18:55:26
29,"instrumentality of terrorism. india is also affected by the trafficking in drugs and proliferation of small arms and the fact that it is surrounded by two neighbours with nuclear weapons and missiles and history of past aggressions and war. there is also the ever present possibility of hostile radical fundamentalist elements gaining access to the weapons of mass destruction in pakistan. the country has experienced four major conventional border wars besides an undeclared war at kargil. india ’ s response to these threats and challenges has always been restrained, measured and moderate in keeping with its peaceful outlook and reputation as a peace loving country.",670,105,121,5,india_2002_AnnualReport.md,2025-01-28 18:55:26
30,"# # # # # # national security objectives 1. 3 india ’ s national security objectives have evolved against a backdrop of india ’ s core values namely, democracy, secularism and peaceful co - existence and the national goal of social and economic development. these are : l defending the country ’ s borders as defined by law and enshrined in the constitution ; l protecting the lives and property of its citizens against war, terrorism, nuclear threats and militant activities ; l protecting the country from instability and religious and other forms of radicalism and extremism emanating from neighbouring states ; l securing the country against the use or the threat",667,113,130,6,india_2002_AnnualReport.md,2025-01-28 18:55:26
31,"of use of weapons of mass destruction ; l development of material, equipment and technologies that have a bearing on india ’ s security, particularly its defence preparedness through indigenous research, development and production, inter - alia to overcome restrictions on the transfer of such items ; l promoting further co - operation and understanding with neighbouring countries and implementing mutually agreed confidence - building measures ; and l pursuing security and strategic dialogues with major powers and key partners.",532,80,89,6,india_2002_AnnualReport.md,2025-01-28 18:55:26
