chunk_id,text,char_length,word_count,token_count,section_index,source_file,processed_date
1,# * * national security strategy * * * of the united states of america * november 2025! [ ] ( _ page _ 0 _ picture _ 3. jpeg ),126,31,37,0,us_2025_NationalSecurityStrategy.md,2025-12-07 22:12:53
2,# # # # the white house,23,7,9,1,us_2025_NationalSecurityStrategy.md,2025-12-07 22:12:53
3,# # # # washington,18,5,7,2,us_2025_NationalSecurityStrategy.md,2025-12-07 22:12:53
4,"# # # # my fellow americans : over the past nine months, we have brought our nation — and the world — back from the brink of catastrophe and disaster. after four years of weakness, extremism, and deadly failures, my administration has moved with urgency and historic speed to restore american strength at home and abroad, and bring peace and stability to our world. no administration in history has achieved so dramatic a turnaround in so short a time. starting on my first day in office, we restored the sovereign borders of the united states and deployed the u. s. military to stop the invasion of our country. we got radical gender",634,113,130,3,us_2025_NationalSecurityStrategy.md,2025-12-07 22:12:53
5,"ideology and woke lunacy out of our armed forces, and began strengthening our military with \ $ 1 trillion of investment. we rebuilt our alliances and got our allies to contribute more to our common defense — including a historic commitment from nato countries to raise defense spending from 2 percent to 5 percent of gdp. we unleashed american energy production to reclaim our independence, and imposed historic tariffs to bring critical industries back home. in operation midnight hammer, we obliterated iran ' s nuclear enrichment capacity. i declared the drug cartels and savage foreign gangs operating in our region as foreign terrorist organizations. and over the course of just eight months, we settled eight",715,115,130,3,us_2025_NationalSecurityStrategy.md,2025-12-07 22:12:53
6,"raging conflicts — including between cambodia and thailand, kosovo and serbia, the drc and rwanda, pakistan and india, israel and iran, egypt and ethiopia, armenia and azerbaijan, and ending the war in gaza with all living hostages returned to their families. america is strong and respected again — and because of that, we are making peace all over the world. in everything we do, we are putting america first. what follows is a national security strategy to describe and build upon the extraordinary strides we have made. this document is a roadmap to ensure that america remains the greatest and most successful nation in human history, and the home of freedom",663,111,130,3,us_2025_NationalSecurityStrategy.md,2025-12-07 22:12:53
7,"on earth. in the years ahead, we will continue to develop every dimension of our national strength — and we will make america safer, richer, freer, greater, and more powerful than ever before.! [ ] ( _ page _ 2 _ picture _ 2. jpeg ) the white house november 2025",262,51,65,3,us_2025_NationalSecurityStrategy.md,2025-12-07 22:12:53
8,"# * * table of contents * * | i. introduction – < br > what is american strategy? 1 | | | - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - | - - - - | | 1. how american "" strategy "" went astray1 | | | 2. president trump ' s necessary, welcome correction | 2 | | ii. what should < br",357,120,130,4,us_2025_NationalSecurityStrategy.md,2025-12-07 22:12:53
9,> the united states want? | 3 | | 1. what do we want overall? | 3 | | 2. what do we want in < br > and from < br > the world? 5 | | | iii. what are america ' s available means to get what we want? | 6 | | iv. the strategy8 | | | 1. principles8 | | | 2. priorities | 11 | | 3. the regions15 | | | a. < br > the western hemisphere15 | | | b. < br > asia | 19 | | c. < br > europe25 | | | d. <,390,108,130,4,us_2025_NationalSecurityStrategy.md,2025-12-07 22:12:53
10,br > the middle east27 | | | e. < br > africa | 29 |,52,16,20,4,us_2025_NationalSecurityStrategy.md,2025-12-07 22:12:53
11,"# < span id = "" page - 4 - 0 "" > < / span > * * i. introduction – what is american strategy? * *",96,28,32,5,us_2025_NationalSecurityStrategy.md,2025-12-07 22:12:53
12,"# < span id = "" page - 4 - 1 "" > < / span > * 1. how american "" strategy "" went astray * to ensure that america remains the world ' s strongest, richest, most powerful, and most successful country for decades to come, our country needs a coherent, focused strategy for how we interact with the world. and to get that right, all americans need to know what, exactly, it is we are trying to do and why. a "" strategy "" is a concrete, realistic plan that explains the * essential connection between ends and means * : it begins from an accurate assessment of what is desired *",572,115,130,6,us_2025_NationalSecurityStrategy.md,2025-12-07 22:12:53
13,"and * what tools are available, or can realistically be created, to achieve the desired outcomes. a strategy must evaluate, sort, and prioritize. not every country, region, issue, or cause — however worthy — can be the focus of american strategy. the purpose of foreign policy is the protection of core national interests ; that is the sole focus of this strategy. american strategies since the end of the cold war have fallen short — they have been laundry lists of wishes or desired end states ; have not * clearly defined what we want * but instead stated vague platitudes ; and have often misjudged what we",610,108,130,6,us_2025_NationalSecurityStrategy.md,2025-12-07 22:12:53
14,"* should * want. after the end of the cold war, american foreign policy elites convinced themselves that permanent american domination of the entire world was in the best interests of our country. yet the affairs of other countries are our concern only if their activities directly threaten our interests. our elites badly miscalculated america ' s willingness to shoulder forever global burdens to which the american people saw no connection to the national interest. they overestimated america ' s ability to fund, simultaneously, a massive welfareregulatory - administrative state alongside a massive military, diplomatic, intelligence, and foreign aid complex. they placed hugely misguided and destructive",709,106,130,6,us_2025_NationalSecurityStrategy.md,2025-12-07 22:12:53
15,"bets on globalism and so - called "" free trade "" that hollowed out the very middle class and industrial base on which american economic and military preeminence depend. they allowed allies and partners to offload the cost of their defense onto the american people, and sometimes to suck us into conflicts and controversies central to their interests but peripheral or irrelevant to our own. and they lashed american policy to a network of international institutions, some of which are driven by outright anti - americanism and many by a transnationalism that explicitly seeks to dissolve individual state sovereignty. in sum, not only did our elites pursue a fundamentally undesirable",684,110,130,6,us_2025_NationalSecurityStrategy.md,2025-12-07 22:12:53
16,"and impossible goal, in doing so they undermined the very means necessary to achieve that goal : the character of our nation upon which its power, wealth, and decency were built.",178,31,39,6,us_2025_NationalSecurityStrategy.md,2025-12-07 22:12:53
17,"# < span id = "" page - 5 - 0 "" > < / span > * 2. president trump ' s necessary, welcome correction * none of this was inevitable. president trump ' s first administration proved that with the right leadership making the right choices, all of the above could — and should — have been avoided, and much else achieved. he and his team successfully marshaled america ' s great strengths to correct course and begin ushering in a new golden age for our country. to continue the united states on that path is the overarching purpose of president trump ' s second administration, and of this document. < span id",604,115,130,7,us_2025_NationalSecurityStrategy.md,2025-12-07 22:12:53
18,"= "" page - 5 - 1 "" > < / span > the questions before us now are : 1 ) what * should * the united states want? 2 ) what are our available means to get it? and 3 ) how can we connect ends and means into a viable national security strategy?",237,56,61,7,us_2025_NationalSecurityStrategy.md,2025-12-07 22:12:53
19,# * * ii. what * * * should * * * the united states want? * *,61,18,22,8,us_2025_NationalSecurityStrategy.md,2025-12-07 22:12:53
20,"# < span id = "" page - 6 - 0 "" > < / span > * 1. what do we want overall? * first and foremost, we want the continued survival and safety of the united states as an independent, sovereign republic whose government secures the god - given natural rights of its citizens and prioritizes their well - being and interests. we want to protect this country, its people, its territory, its economy, and its way of life from military attack and hostile foreign influence, whether espionage, predatory trade practices, drug and human trafficking, destructive propaganda and influence operations, cultural subversion, or any other threat to",630,109,130,9,us_2025_NationalSecurityStrategy.md,2025-12-07 22:12:53
21,"our nation. we want full control over our borders, over our immigration system, and over transportation networks through which people come into our country — legally and illegally. we want a world in which migration is not merely "" orderly "" but one in which sovereign countries work together to stop rather than facilitate destabilizing population flows, and have full control over whom they do and do not admit. we want a resilient national infrastructure that can withstand natural disasters, resist and thwart foreign threats, and prevent or mitigate any events that might harm the american people or disrupt the american economy. no adversary or danger should be able to hold america",688,112,130,9,us_2025_NationalSecurityStrategy.md,2025-12-07 22:12:53
22,"at risk. we want to recruit, train, equip, and field the world ' s most powerful, lethal, and technologically advanced military to protect our interests, deter wars, and — if necessary — win them quickly and decisively, with the lowest possible casualties to our forces. and we want a military in which every single servicemember is proud of their country and confident in their mission. we want the world ' s most robust, credible, and modern nuclear deterrent, plus next - generation missile defenses — including a golden dome for the american homeland — to protect the american people, american assets overseas, and american allies",634,105,130,9,us_2025_NationalSecurityStrategy.md,2025-12-07 22:12:53
23,". we want the world ' s strongest, most dynamic, most innovative, and most advanced economy. the u. s. economy is the bedrock of the american way of life, which promises and delivers widespread and broad - based prosperity, creates upward mobility, and rewards hard work. our economy is also the bedrock of our global position and the necessary foundation of our military. we want the world ' s most robust industrial base. american national power depends on a strong industrial sector capable of meeting both peacetime and wartime production demands. that requires not only direct defense industrial production capacity but also defense - related production capacity. cultivating american industrial strength must",714,112,130,9,us_2025_NationalSecurityStrategy.md,2025-12-07 22:12:53
24,"become the highest priority of national economic policy. we want the world ' s most robust, productive, and innovative energy sector — one capable not just of fueling american economic growth but of being one of america ' s leading export industries in its own right. we want to remain the world ' s most scientifically and technologically advanced and innovative country, and to build on these strengths. and we want to protect our intellectual property from foreign theft. america ' s pioneering spirit is a key pillar of our continued economic dominance and military superiority ; it must be preserved. we want to maintain the united states ' unrivaled "" soft power """,670,114,130,9,us_2025_NationalSecurityStrategy.md,2025-12-07 22:12:53
